mode	lag	classifier	mean_accuracy	mean_f1	mean_precision	mean_recall	stdev_accuracy	stdev_f1	stdev_precision	stdev_recall
auto	l1	svm-rbf	0.92075	0.85502	0.99762	0.85404	0.00972	0.01570	0.00753	0.01785
auto	l1	sgd	0.73425	0.76596	1.00000	0.78196	0.38702	0.26927	0.00000	0.21870
auto	l1	nearestCentroid	0.76524	0.92817	0.65395	0.66310	0.06378	0.03863	0.08181	0.07962
auto	l1	adaboost	0.92147	0.88085	0.96655	0.86008	0.01263	0.01757	0.02309	0.02208
auto	l1	BernoulliNaiveBayes	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l1	DecisionTree	0.88521	0.88644	0.88304	0.77702	0.02545	0.03885	0.05664	0.04399
auto	l1	GradientBoosting	0.91369	0.86776	0.96632	0.84588	0.02686	0.02366	0.05005	0.04306
auto	l1	NeuralNetwork	0.92035	0.86921	0.97851	0.85600	0.01607	0.02449	0.02086	0.02918
auto	l1	randomForest	0.91863	0.86443	0.98084	0.85396	0.01504	0.02220	0.01898	0.02500
auto	l2	svm-rbf	0.91731	0.85260	0.99286	0.84796	0.01198	0.01449	0.01607	0.02119
auto	l2	sgd	0.82656	0.84996	0.90000	0.84996	0.29047	0.00932	0.31623	0.00932
auto	l2	nearestCentroid	0.80318	0.96284	0.69408	0.71796	0.07682	0.03763	0.10373	0.09383
auto	l2	adaboost	0.90103	0.88518	0.91870	0.82955	0.03776	0.03170	0.05566	0.06171
auto	l2	BernoulliNaiveBayes	0.91508	0.85054	0.99048	0.84384	0.00933	0.01172	0.01665	0.01648
auto	l2	DecisionTree	0.90312	0.89564	0.90459	0.83380	0.03110	0.03475	0.04753	0.06016
auto	l2	GradientBoosting	0.90517	0.87526	0.93780	0.83376	0.03028	0.02590	0.04274	0.05032
auto	l2	NeuralNetwork	0.90571	0.87148	0.94506	0.83371	0.02877	0.03261	0.05395	0.04655
auto	l2	randomForest	0.92240	0.87253	0.97137	0.86229	0.01790	0.02813	0.02926	0.03580
auto	l3	svm-rbf	0.92485	0.86217	0.99762	0.86216	0.01205	0.01934	0.00753	0.02238
auto	l3	sgd	0.82776	0.68024	0.80000	0.78196	0.29088	0.35862	0.42164	0.21870
auto	l3	nearestCentroid	0.78853	0.93900	0.68508	0.69339	0.06888	0.04635	0.09864	0.08784
auto	l3	adaboost	0.91490	0.89155	0.94042	0.85204	0.02778	0.02205	0.04519	0.04629
auto	l3	BernoulliNaiveBayes	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l3	DecisionTree	0.89011	0.88636	0.89971	0.81114	0.02866	0.02492	0.05822	0.03698
auto	l3	GradientBoosting	0.92478	0.89994	0.95226	0.86824	0.01401	0.03024	0.02510	0.02518
auto	l3	NeuralNetwork	0.92546	0.87829	0.97840	0.86616	0.02062	0.02517	0.02409	0.03606
auto	l3	randomForest	0.92939	0.87788	0.98566	0.86620	0.01129	0.03238	0.02011	0.02702
auto	l4	svm-rbf	0.91725	0.85257	0.99274	0.84792	0.01255	0.01480	0.01640	0.02159
auto	l4	sgd	0.64314	0.76424	0.90000	0.77853	0.44383	0.26868	0.31623	0.22353
auto	l4	nearestCentroid	0.77869	0.93423	0.67050	0.67914	0.05133	0.03775	0.07163	0.06449
auto	l4	adaboost	0.90400	0.87500	0.93542	0.83147	0.01973	0.01469	0.03241	0.03273
auto	l4	BernoulliNaiveBayes	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l4	DecisionTree	0.87754	0.87517	0.85662	0.78706	0.02003	0.02524	0.04151	0.03826
auto	l4	GradientBoosting	0.91430	0.87591	0.95691	0.84788	0.02268	0.02455	0.03371	0.03870
auto	l4	NeuralNetwork	0.91868	0.86053	0.98554	0.85204	0.02053	0.02106	0.02603	0.03541
auto	l4	randomForest	0.92395	0.86316	0.98316	0.85596	0.01679	0.01715	0.02306	0.02448
auto	l5	svm-rbf	0.91867	0.85140	0.99756	0.84996	0.00942	0.01264	0.00771	0.01649
auto	l5	sgd	0.91887	0.50882	0.90000	0.84996	0.00546	0.43798	0.31623	0.00932
auto	l5	nearestCentroid	0.76205	0.91299	0.65650	0.65322	0.02808	0.03195	0.04933	0.02977
auto	l5	adaboost	0.89965	0.87627	0.92584	0.82567	0.03407	0.03115	0.05369	0.05544
auto	l5	BernoulliNaiveBayes	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l5	DecisionTree	0.88543	0.87440	0.88531	0.80310	0.03983	0.02144	0.05959	0.05477
auto	l5	GradientBoosting	0.91444	0.88481	0.94733	0.84988	0.02397	0.02647	0.04070	0.03976
auto	l5	NeuralNetwork	0.92614	0.87401	0.98571	0.86620	0.01722	0.02899	0.02008	0.03174
auto	l5	randomForest	0.91410	0.85826	0.97607	0.84788	0.01233	0.02306	0.03184	0.02191
auto	l6	svm-rbf	0.91765	0.84962	0.99756	0.84792	0.00812	0.00990	0.00771	0.01373
auto	l6	sgd	0.73545	0.68057	1.00000	0.84996	0.38764	0.35878	0.00000	0.00932
auto	l6	nearestCentroid	0.78014	0.95096	0.66591	0.68547	0.05399	0.02714	0.07994	0.05985
auto	l6	adaboost	0.89855	0.86948	0.93078	0.82159	0.01542	0.02533	0.03066	0.02589
auto	l6	BernoulliNaiveBayes	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l6	DecisionTree	0.87813	0.87115	0.85192	0.78490	0.02599	0.01932	0.04225	0.03109
auto	l6	GradientBoosting	0.90690	0.87612	0.94030	0.83592	0.02999	0.03592	0.02815	0.05290
auto	l6	NeuralNetwork	0.91364	0.86121	0.97375	0.84380	0.01045	0.01584	0.02850	0.01688
auto	l6	randomForest	0.92555	0.87049	0.99042	0.86624	0.01546	0.02490	0.01670	0.03000
auto	l7	svm-rbf	0.91748	0.85114	0.99524	0.84792	0.00956	0.01199	0.01506	0.01677
auto	l7	sgd	0.64195	0.76424	0.80000	0.70710	0.44301	0.26868	0.42164	0.29751
