mode	lag	classifier	mean_accuracy	mean_f1	mean_precision	mean_recall	stdev_accuracy	stdev_f1	stdev_precision	stdev_recall
auto	l1	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l1	sgd	0.81778	0.74932	1.00000	0.83211	0.28734	0.26331	0.00000	0.00367
auto	l1	nearestCentroid	0.63880	0.81379	0.52907	0.50860	0.06999	0.03678	0.08166	0.07094
auto	l1	adaboost	0.89731	0.82954	0.97726	0.81402	0.00882	0.00402	0.01748	0.01426
auto	l1	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l1	DecisionTree	0.81539	0.83015	0.80214	0.70036	0.03996	0.02520	0.06512	0.05469
auto	l1	GradientBoosting	0.89579	0.82909	0.97426	0.81154	0.01026	0.00616	0.01759	0.01692
auto	l1	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l1	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l2	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l2	sgd	0.81778	0.66517	0.70000	0.70096	0.28734	0.35059	0.48305	0.27873
auto	l2	nearestCentroid	0.63898	0.84226	0.51934	0.52022	0.07769	0.04366	0.09740	0.08261
auto	l2	adaboost	0.90205	0.83265	0.98416	0.82223	0.00692	0.00584	0.01252	0.01169
auto	l2	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l2	DecisionTree	0.82515	0.82444	0.81500	0.70136	0.03142	0.01595	0.05189	0.04835
auto	l2	GradientBoosting	0.90113	0.83178	0.98317	0.82057	0.00912	0.00627	0.01552	0.01553
auto	l2	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l2	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l3	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l3	sgd	0.54472	0.74864	0.80000	0.69823	0.46882	0.26307	0.42164	0.28090
auto	l3	nearestCentroid	0.58522	0.80993	0.46679	0.46730	0.10767	0.04130	0.11860	0.08833
auto	l3	adaboost	0.90182	0.83083	0.98615	0.82141	0.00793	0.00535	0.01416	0.01337
auto	l3	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l3	DecisionTree	0.81474	0.82736	0.79818	0.70122	0.02227	0.01693	0.03985	0.03920
auto	l3	GradientBoosting	0.90441	0.83100	0.99210	0.82552	0.00436	0.00350	0.00907	0.00725
auto	l3	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l3	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l4	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l4	sgd	0.90836	0.58170	1.00000	0.83211	0.00219	0.40142	0.00000	0.00367
auto	l4	nearestCentroid	0.63385	0.85016	0.51046	0.51767	0.06971	0.01671	0.08863	0.06213
auto	l4	adaboost	0.90275	0.83170	0.98714	0.82305	0.00464	0.00519	0.00940	0.00796
auto	l4	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l4	DecisionTree	0.82217	0.82858	0.81802	0.71118	0.02807	0.00985	0.05695	0.03802
auto	l4	GradientBoosting	0.90507	0.83352	0.99012	0.82718	0.00500	0.00664	0.00657	0.00898
auto	l4	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l4	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l5	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l5	sgd	0.63579	0.66503	0.90000	0.76654	0.43874	0.35052	0.31623	0.20888
auto	l5	nearestCentroid	0.64242	0.83770	0.52323	0.52025	0.06774	0.04809	0.07547	0.07295
auto	l5	adaboost	0.90005	0.83206	0.98021	0.81895	0.00981	0.00699	0.01549	0.01672
auto	l5	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l5	DecisionTree	0.82183	0.83110	0.82295	0.71766	0.02598	0.01470	0.03973	0.04844
auto	l5	GradientBoosting	0.89660	0.83051	0.97428	0.81316	0.01002	0.00582	0.01936	0.01658
auto	l5	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l5	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l6	svm-rbf	0.90786	0.83197	0.99901	0.83128	0.00235	0.00359	0.00313	0.00394
auto	l6	sgd	0.90836	0.74932	0.90000	0.76654	0.00219	0.26331	0.31623	0.20888
auto	l6	nearestCentroid	0.62556	0.83314	0.50545	0.50457	0.07174	0.03056	0.08789	0.06852
auto	l6	adaboost	0.90132	0.83070	0.98515	0.82057	0.00693	0.00488	0.01341	0.01155
auto	l6	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l6	DecisionTree	0.83052	0.83265	0.82593	0.71855	0.03416	0.01919	0.05361	0.05019
auto	l6	GradientBoosting	0.90288	0.83055	0.98912	0.82306	0.00847	0.00454	0.01579	0.01387
auto	l6	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l6	randomForest	0.90737	0.83183	0.99802	0.83046	0.00319	0.00379	0.00417	0.00534
auto	l7	svm-rbf	0.90637	0.83155	0.99604	0.82881	0.00505	0.00377	0.00957	0.00840
auto	l7	sgd	0.72630	0.58306	1.00000	0.69823	0.38280	0.40236	0.00000	0.28090
auto	l7	nearestCentroid	0.58678	0.80927	0.46493	0.46263	0.06242	0.03340	0.07821	0.05225
auto	l7	adaboost	0.89805	0.83152	0.97626	0.81564	0.00939	0.00734	0.01563	0.01608
auto	l7	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l7	DecisionTree	0.83530	0.83770	0.83978	0.73584	0.02447	0.01593	0.03539	0.03358
auto	l7	GradientBoosting	0.90096	0.83290	0.98124	0.82059	0.01022	0.00632	0.01765	0.01756
auto	l7	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l7	randomForest	0.90638	0.83155	0.99506	0.82881	0.00449	0.00342	0.00962	0.00840
auto	l8	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l8	sgd	0.72678	0.66654	0.90000	0.69959	0.38305	0.35131	0.31623	0.27982
auto	l8	nearestCentroid	0.61812	0.79667	0.51448	0.48887	0.10633	0.04113	0.12767	0.09761
auto	l8	adaboost	0.90330	0.83478	0.98418	0.82472	0.00656	0.00768	0.01064	0.01117
auto	l8	BernoulliNaiveBayes	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l8	DecisionTree	0.84398	0.84028	0.84074	0.73907	0.01516	0.01515	0.02268	0.01723
auto	l8	GradientBoosting	0.90127	0.83419	0.98021	0.82142	0.01099	0.00999	0.01683	0.01874
auto	l8	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
auto	l8	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l1	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l1	sgd	0.72678	0.58224	0.90000	0.56598	0.38305	0.40180	0.31623	0.34402
cross	l1	nearestCentroid	0.63880	0.81379	0.52907	0.50860	0.06999	0.03678	0.08166	0.07094
cross	l1	adaboost	0.89731	0.82954	0.97726	0.81402	0.00882	0.00402	0.01748	0.01426
cross	l1	BernoulliNaiveBayes	0.86577	0.83025	0.90504	0.76709	0.01915	0.00896	0.03593	0.02885
cross	l1	DecisionTree	0.81623	0.83370	0.80315	0.70035	0.04052	0.01868	0.06010	0.05000
cross	l1	GradientBoosting	0.89579	0.82909	0.97426	0.81154	0.01026	0.00616	0.01759	0.01692
cross	l1	NeuralNetwork	0.90636	0.83154	0.99604	0.82880	0.00616	0.00366	0.01252	0.01018
cross	l1	randomForest	0.90786	0.83211	0.99901	0.83211	0.00235	0.00367	0.00313	0.00367
cross	l2	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l2	sgd	0.81737	0.58306	1.00000	0.76517	0.28720	0.40236	0.00000	0.21081
cross	l2	nearestCentroid	0.63898	0.84226	0.51934	0.52022	0.07769	0.04366	0.09740	0.08261
cross	l2	adaboost	0.90205	0.83265	0.98416	0.82223	0.00692	0.00584	0.01252	0.01169
cross	l2	BernoulliNaiveBayes	0.88182	0.83109	0.94059	0.79174	0.02985	0.01108	0.05830	0.04626
cross	l2	DecisionTree	0.81730	0.83086	0.80811	0.71698	0.03317	0.01512	0.04125	0.04656
cross	l2	GradientBoosting	0.90113	0.83178	0.98317	0.82057	0.00912	0.00627	0.01552	0.01553
cross	l2	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l2	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l3	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l3	sgd	0.81729	0.74864	0.90000	0.63539	0.28717	0.26307	0.31623	0.31969
cross	l3	nearestCentroid	0.58522	0.80993	0.46679	0.46730	0.10767	0.04130	0.11860	0.08833
cross	l3	adaboost	0.90182	0.83083	0.98615	0.82141	0.00793	0.00535	0.01416	0.01337
cross	l3	BernoulliNaiveBayes	0.87567	0.83784	0.91789	0.78361	0.02146	0.02017	0.03709	0.03457
cross	l3	DecisionTree	0.81745	0.82563	0.79818	0.69466	0.02899	0.01742	0.03053	0.03829
cross	l3	GradientBoosting	0.90441	0.83100	0.99210	0.82552	0.00436	0.00350	0.00907	0.00725
cross	l3	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l3	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l4	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
